scene_id,im_id,obj_id,score,R,t,time
53, 567, 9, 1, -0.31086602807044983 0.9433164596557617 0.11625952273607254 0.3355686664581299 0.22337321937084198 -0.9151489734649658 -0.8892446756362915 -0.24547581374645233 -0.38598647713661194 , -110.60518026351929 8.293724618852139 847.6327061653137, -1
53, 567, 13, 1, 0.3943442404270172 -0.9061336517333984 0.15301743149757385 -0.32074493169784546 -0.2917555570602417 -0.9011111259460449 0.8611709475517273 0.3062684237957001 -0.40568992495536804 , 38.36829215288162 4.891933407634497 928.6909699440002, -1
53, 569, 4, 1, -0.7115551233291626 -0.6885623931884766 0.13989725708961487 -0.36086776852607727 0.18729588389396667 -0.9136162400245667 0.6028795838356018 -0.7005727887153625 -0.38175132870674133 , -28.26184779405594 33.831026405096054 783.9181423187256, -1
53, 569, 9, 1, -0.2691606879234314 0.954081118106842 0.13146094977855682 0.3440658450126648 0.22274839878082275 -0.9121413230895996 -0.8995394706726074 -0.2002812623977661 -0.388221800327301 , -106.84330761432648 4.374494776129723 845.8963632583618, -1
53, 569, 13, 1, 0.47827935218811035 -0.8633662462234497 0.1607721894979477 -0.29836374521255493 -0.33192479610443115 -0.8948772549629211 0.8259708881378174 0.38003265857696533 -0.4163498878479004 , 42.01304540038109 0.9214535821229219 927.5982975959778, -1
53, 576, 4, 1, -0.6964594721794128 -0.7056039571762085 0.1306411623954773 -0.36652299761772156 0.1932668834924698 -0.9101147651672363 0.6169319748878479 -0.6817409992218018 -0.3932226598262787 , -30.17541393637657 31.93289041519165 779.0283560752869, -1
53, 576, 9, 1, -0.25468847155570984 0.9576592445373535 0.1342477798461914 0.3493901491165161 0.2205769419670105 -0.9106438755989075 -0.9016985297203064 -0.18502558767795563 -0.3907751142978668 , -109.56725478172302 3.4905197098851204 840.8931493759155, -1
53, 576, 13, 1, 0.9785340428352356 0.1703742891550064 0.1159469485282898 0.17639729380607605 -0.4015231132507324 -0.8987008929252625 -0.10656023025512695 0.8998620510101318 -0.4229576289653778 , 40.50613194704056 -0.7973549072630703 922.9984283447266, -1
53, 579, 4, 1, -0.7129486203193665 -0.6876576542854309 0.1372280865907669 -0.35977837443351746 0.19074711203575134 -0.9133319854736328 0.6018838286399841 -0.7005302906036377 -0.38339707255363464 , -31.90714493393898 36.79254651069641 777.1999835968018, -1
53, 579, 9, 1, -0.2427508533000946 0.9598192572593689 0.14078016579151154 0.3425658345222473 0.22058629989624023 -0.9132305979728699 -0.9075906276702881 -0.1734611541032791 -0.38234880566596985 , -112.39194124937057 8.23670532554388 838.1539583206177, -1
53, 579, 13, 1, 0.8066841959953308 -0.5768230557441711 0.1285916566848755 -0.1326073259115219 -0.38871169090270996 -0.9117666482925415 0.5759130120277405 0.7184556126594543 -0.3900585472583771 , 35.81145778298378 3.8830898702144623 920.3863143920898, -1
53, 583, 4, 1, -0.701125979423523 -0.6980834603309631 0.14526472985744476 -0.3649536073207855 0.17631211876869202 -0.9141787886619568 0.6125612258911133 -0.6939694285392761 -0.3783850073814392 , -36.175087094306946 34.96405482292175 773.7646698951721, -1
53, 583, 9, 1, -0.24230988323688507 0.9590672254562378 0.14654700458049774 0.3343656659126282 0.22434519231319427 -0.9153517484664917 -0.9107609391212463 -0.17279843986034393 -0.375040203332901 , -117.11717396974564 7.132502738386393 833.8737487792969, -1
53, 583, 13, 1, 0.25679054856300354 0.958747148513794 0.12191200256347656 0.42671188712120056 0.0007093326421454549 -0.9043872356414795 -0.867165207862854 0.2842594385147095 -0.40892672538757324 , 30.446797609329224 3.7587853148579597 919.0335869789124, -1
53, 587, 4, 1, -0.7257319092750549 -0.6718751192092896 0.14797641336917877 -0.36525753140449524 0.19401177763938904 -0.9104650020599365 0.5830096006393433 -0.7148029208183289 -0.3862079381942749 , -39.24225643277168 33.45184400677681 772.1057534217834, -1
53, 587, 9, 1, -0.23666732013225555 0.960580587387085 0.14585573971271515 0.34191739559173584 0.22286057472229004 -0.9129213690757751 -0.9094399213790894 -0.166188046336174 -0.38118302822113037 , -120.29381841421127 5.056421738117933 831.8095207214355, -1
53, 587, 13, 1, 0.5024114847183228 0.8548644185066223 0.12957389652729034 0.4072549045085907 -0.10177626460790634 -0.9076260328292847 -0.7627096772193909 0.5087713599205017 -0.3992813527584076 , 26.66284888982773 1.9268140895292163 918.5581207275391, -1
53, 591, 4, 1, -0.7271404266357422 -0.6663650870323181 0.1649976372718811 -0.36834070086479187 0.17589321732521057 -0.9129001498222351 0.5793027877807617 -0.7245820164680481 -0.3733484745025635 , -46.0144504904747 34.319475293159485 768.8840627670288, -1
53, 591, 9, 1, -0.222679004073143 0.961294949054718 0.1622537523508072 0.33841681480407715 0.23230423033237457 -0.911871075630188 -0.914269208908081 -0.14814510941505432 -0.377047598361969 , -127.84931063652039 4.9845874309539795 826.8122673034668, -1
53, 591, 13, 1, 0.9188235998153687 -0.35951101779937744 0.1628345102071762 -0.012817194685339928 -0.43954920768737793 -0.8981271386146545 0.39446040987968445 0.8231332302093506 -0.4084761440753937 , 18.02423968911171 2.986540552228689 915.4447913169861, -1
53, 592, 4, 1, -0.7259846329689026 -0.6676084995269775 0.1650616079568863 -0.36627691984176636 0.17221784591674805 -0.9144298434257507 0.5820544958114624 -0.7243205308914185 -0.36955708265304565 , -49.3113249540329 35.650432109832764 768.0701613426208, -1
53, 592, 9, 1, -0.21777205169200897 0.9618122577667236 0.1658082902431488 0.3342961370944977 0.23311591148376465 -0.91318279504776 -0.9169631600379944 -0.1434367150068283 -0.3722963333129883 , -131.9836676120758 6.828499026596546 825.6954550743103, -1
53, 592, 13, 1, 0.8188144564628601 0.5539054870605469 0.15077067911624908 0.3461427688598633 -0.2668677568435669 -0.8994258046150208 -0.4579610228538513 0.7886509895324707 -0.41024553775787354 , 12.483890168368816 4.397395066916943 915.8831834793091, -1
53, 602, 4, 1, -0.7573680877685547 -0.6290184855461121 0.17529846727848053 -0.3628259003162384 0.182175412774086 -0.9138760566711426 0.5429098010063171 -0.7557432651519775 -0.3661981225013733 , -58.64019691944122 38.727279752492905 765.9114599227905, -1
53, 602, 9, 1, -0.1979551464319229 0.9649113416671753 0.17251081764698029 0.3358655869960785 0.23210947215557098 -0.9128631949424744 -0.9208735227584839 -0.1227654442191124 -0.37002772092819214 , -141.75668358802795 9.87385492771864 821.3427066802979, -1
53, 602, 13, 1, 0.9319788217544556 -0.30575624108314514 0.19475211203098297 0.04570075124502182 -0.43384596705436707 -0.8998273015022278 0.3596203327178955 0.8475202918052673 -0.39036187529563904 , -0.08655275451019406 8.420291356742382 914.9682521820068, -1
53, 604, 4, 1, -0.7586200833320618 -0.628756582736969 0.1707639992237091 -0.3535682260990143 0.1771436631679535 -0.9184821844100952 0.5472522377967834 -0.7571559548377991 -0.35669317841529846 , -54.57007512450218 39.42851349711418 766.2395238876343, -1
53, 604, 9, 1, -0.2057892382144928 0.9650630354881287 0.16218510270118713 0.33161354064941406 0.22469747066497803 -0.916266143321991 -0.9206970930099487 -0.134774848818779 -0.3662682771682739 , -137.96113431453705 10.819166898727417 822.56019115448, -1
53, 604, 13, 1, 0.9364495277404785 -0.3038140535354614 0.175383061170578 0.031803179532289505 -0.4243641793727875 -0.9049328565597534 0.34935757517814636 0.8530018329620361 -0.38773342967033386 , 4.659908823668957 8.806337602436543 914.9232506752014, -1
53, 610, 4, 1, -0.7533191442489624 -0.6367483139038086 0.16450437903404236 -0.3520875871181488 0.17921112477779388 -0.9186497926712036 0.5554676651954651 -0.7499566078186035 -0.3591943681240082 , -45.65032199025154 36.22192144393921 764.83553647995, -1
53, 610, 9, 1, -0.18855378031730652 0.9672587513923645 0.1698765605688095 0.3389585018157959 0.22644755244255066 -0.9131422638893127 -0.9217127561569214 -0.11459535360336304 -0.37055811285972595 , -129.87208366394043 7.784775458276272 821.2153315544128, -1
53, 610, 13, 1, 0.49353015422821045 -0.850020706653595 0.1841001808643341 -0.25052565336227417 -0.34164372086524963 -0.9058235883712769 0.8328654766082764 0.40092945098876953 -0.3815634548664093 , 12.452499940991402 5.7304734364151955 913.6912822723389, -1
53, 616, 4, 1, -0.7494475245475769 -0.6389161944389343 0.17353539168834686 -0.35821807384490967 0.1708887219429016 -0.9178653359413147 0.5567836761474609 -0.7500554323196411 -0.3569435179233551 , -41.58133640885353 39.310671389102936 762.6608610153198, -1
53, 616, 9, 1, -0.1883697211742401 0.9665685296058655 0.1739593744277954 0.32502737641334534 0.22850412130355835 -0.9176833629608154 -0.9267544746398926 -0.11632228642702103 -0.3572045564651489 , -125.44867396354675 11.390955187380314 819.1195726394653, -1
53, 616, 13, 1, 0.9286615252494812 -0.3327125310897827 0.16398406028747559 0.01727888360619545 -0.4028076231479645 -0.9151217937469482 0.3705262839794159 0.8526713848114014 -0.36832281947135925 , 17.05685444176197 9.957820177078247 910.9460115432739, -1
53, 628, 4, 1, -0.7458194494247437 -0.6437442302703857 0.17130863666534424 -0.35583341121673584 0.1675921380519867 -0.919399619102478 0.5631482005119324 -0.7466634511947632 -0.35405921936035156 , -35.76178103685379 39.184730499982834 759.7340941429138, -1
53, 628, 9, 1, -0.18914711475372314 0.965450644493103 0.17924362421035767 0.3176349699497223 0.23288103938102722 -0.9191704988479614 -0.9291563034057617 -0.11692439019680023 -0.35070982575416565 , -119.49200183153152 10.77380869537592 816.1412477493286, -1
53, 628, 13, 1, 0.47880786657333374 -0.860995352268219 0.17155174911022186 -0.2542343735694885 -0.323017954826355 -0.9116052389144897 0.8403023481369019 0.3928695321083069 -0.3735581338405609 , 23.9122174680233 10.651330463588238 909.4176888465881, -1
53, 638, 4, 1, -0.7467695474624634 -0.6443232297897339 0.16487254202365875 -0.3516353666782379 0.17208349704742432 -0.9201847910881042 0.5645245313644409 -0.7451409101486206 -0.3550735414028168 , -18.8862644135952 44.365350157022476 757.880687713623, -1
53, 638, 9, 1, -0.1987326741218567 0.9647893905639648 0.17229844629764557 0.3087608814239502 0.2284870594739914 -0.9232876896858215 -0.9301462769508362 -0.1302884966135025 -0.34329697489738464 , -102.06224769353867 17.034834250807762 815.6455755233765, -1
53, 638, 13, 1, 0.8201296925544739 0.5488645434379578 0.16166271269321442 0.33348652720451355 -0.22893817722797394 -0.9145349264144897 -0.4649450182914734 0.8039495944976807 -0.3707979619503021 , 42.43584722280502 17.043836414813995 906.2491655349731, -1
53, 647, 4, 1, -0.7304600477218628 -0.6610077023506165 0.17174603044986725 -0.354666143655777 0.1522388458251953 -0.9225157499313354 0.5836436748504639 -0.7347733378410339 -0.34564152359962463 , -8.399642072618008 51.381051540374756 754.6212077140808, -1
53, 647, 9, 1, -0.21070139110088348 0.9614506363868713 0.1766846925020218 0.30324774980545044 0.23611138761043549 -0.9231966733932495 -0.9293254017829895 -0.1409396082162857 -0.34130674600601196 , -91.12782031297684 23.744989186525345 813.3342266082764, -1
53, 647, 13, 1, 0.9644120931625366 -0.204629585146904 0.16744038462638855 0.07703019678592682 -0.3883554935455322 -0.9182844758033752 0.25293445587158203 0.8985024094581604 -0.35877203941345215 , 54.58668991923332 25.507882237434387 903.2266139984131, -1
53, 655, 4, 1, -0.7364033460617065 -0.653769314289093 0.1740570217370987 -0.344108521938324 0.14043763279914856 -0.9283676743507385 0.5824941396713257 -0.7435474991798401 -0.32838645577430725 , -13.357647694647312 56.64300173521042 751.1758804321289, -1
53, 655, 9, 1, -0.1967739462852478 0.9637414813041687 0.18022815883159637 0.28952425718307495 0.2327413260936737 -0.9284433722496033 -0.9367260336875916 -0.13051308691501617 -0.3248240053653717 , -96.66060656309128 29.268277809023857 809.1062307357788, -1
53, 655, 13, 1, 0.940535843372345 -0.2744424641132355 0.20018357038497925 0.07690463215112686 -0.40197452902793884 -0.9124155044555664 0.33087417483329773 0.8735545873641968 -0.3569656014442444 , 46.97936028242111 32.929643988609314 899.7865915298462, -1
53, 665, 4, 1, -0.7350401878356934 -0.6506505012512207 0.19070851802825928 -0.3638557195663452 0.14118888974189758 -0.920692503452301 0.5721232295036316 -0.7461364269256592 -0.3405223488807678 , -14.0260960906744 41.906774044036865 748.5688328742981, -1
53, 665, 9, 1, -0.20283783972263336 0.9596203565597534 0.1948995143175125 0.30013465881347656 0.25038424134254456 -0.9204493165016174 -0.9320814609527588 -0.128205806016922 -0.338802695274353 , -96.92107886075974 13.280854560434818 806.3077926635742, -1
53, 665, 13, 1, 0.42014774680137634 -0.884149968624115 0.20434026420116425 -0.23953065276145935 -0.3252464532852173 -0.914789617061615 0.8752720952033997 0.33540093898773193 -0.3484325408935547 , 45.82322761416435 17.240047454833984 897.4460959434509, -1
53, 677, 4, 1, -0.7337223291397095 -0.6485839486122131 0.20246106386184692 -0.35670188069343567 0.11408396065235138 -0.9272263050079346 0.5782864093780518 -0.7525448799133301 -0.3150571584701538 , -20.792055875062943 49.13099482655525 745.5998063087463, -1
53, 677, 9, 1, -0.18377500772476196 0.9615252017974854 0.2041959911584854 0.2850695848464966 0.2509402334690094 -0.925075352191925 -0.9407240748405457 -0.11179570853710175 -0.32021811604499817 , -104.43460941314697 20.771443843841553 802.3436069488525, -1
53, 677, 13, 1, 0.531869649887085 -0.8197859525680542 0.2122863531112671 -0.19732099771499634 -0.36375918984413147 -0.9103536009788513 0.8235163688659668 0.4423009157180786 -0.3552335202693939 , 37.7500094473362 26.589415967464447 896.7531323432922, -1
53, 686, 4, 1, -0.7380260229110718 -0.6481592655181885 0.18763558566570282 -0.34080207347869873 0.11804842948913574 -0.932694137096405 0.5823844075202942 -0.7522991895675659 -0.3080168068408966 , -29.48981337249279 60.503825545310974 742.7526116371155, -1
53, 686, 9, 1, -0.16807422041893005 0.9642043709754944 0.20508669316768646 0.28633996844291687 0.24682866036891937 -0.9257888793945312 -0.9432712197303772 -0.09687677025794983 -0.31757575273513794 , -115.23802578449249 32.436978071928024 797.419548034668, -1
53, 686, 13, 1, 0.9728206396102905 0.14749819040298462 0.17850570380687714 0.21862290799617767 -0.33098340034484863 -0.917961835861206 -0.07631531357765198 0.9320377707481384 -0.3542340099811554 , 23.63346330821514 37.58212924003601 895.1444625854492, -1
53, 687, 4, 1, -0.7616923451423645 -0.6174371838569641 0.1964593380689621 -0.3422473669052124 0.12593601644039154 -0.9311321377754211 0.5501742959022522 -0.7764737606048584 -0.30724069476127625 , -32.65251964330673 65.32730162143707 741.1908507347107, -1
53, 687, 9, 1, -0.14688311517238617 0.9682815074920654 0.2021287977695465 0.2784062325954437 0.2365534007549286 -0.9308772087097168 -0.9491655826568604 -0.08045629411935806 -0.3043212890625 , -118.59208345413208 38.908686488866806 795.7322597503662, -1
53, 687, 13, 1, 0.4498896896839142 -0.8643928170204163 0.22455409169197083 -0.19889256358146667 -0.3420952558517456 -0.9183748960494995 0.8706556558609009 0.3685053586959839 -0.32582637667655945 , 19.883016124367714 44.332511723041534 894.9118256568909, -1
53, 692, 4, 1, -0.7530933022499084 -0.6258660554885864 0.20283442735671997 -0.3317645788192749 0.09503098577260971 -0.9385634064674377 0.5681394338607788 -0.7741192579269409 -0.2792074680328369 , -38.17542642354965 66.90105050802231 738.1686568260193, -1
53, 692, 9, 1, -0.14500829577445984 0.9685221910476685 0.2023293673992157 0.26855650544166565 0.23534120619297028 -0.934072732925415 -0.9522867202758789 -0.08111146092414856 -0.2942294478416443 , -125.47387182712555 40.561530739068985 792.0131683349609, -1
53, 692, 13, 1, 0.10477891564369202 -0.9743596911430359 0.19911009073257446 -0.2987014949321747 -0.22180159389972687 -0.9282142519950867 0.9485771059989929 0.03778286278247833 -0.3142826557159424 , 12.194603681564331 46.97216674685478 892.6728963851929, -1
53, 716, 4, 1, -0.7857284545898438 -0.579168438911438 0.2172432690858841 -0.34342771768569946 0.11634285748004913 -0.9319450259208679 0.5144784450531006 -0.8068632483482361 -0.2903164029121399 , -42.694978415966034 52.025530487298965 730.4043173789978, -1
53, 716, 9, 1, -0.12257372587919235 0.9669778347015381 0.22344954311847687 0.2774188816547394 0.24955534934997559 -0.9277719855308533 -0.9528979659080505 -0.051731377840042114 -0.29884687066078186 , -130.7501643896103 24.802671745419502 781.4018130302429, -1
53, 716, 13, 1, 0.9095720648765564 -0.3538391590118408 0.2178909331560135 0.0686958059668541 -0.38909730315208435 -0.9186315536499023 0.4098285734653473 0.8505300879478455 -0.329604834318161 , 2.2459086030721664 33.07585418224335 887.4244689941406, -1
54, 1, 2, 1, -0.2734358012676239 0.9605368375778198 0.051007021218538284 0.4940032958984375 0.18573255836963654 -0.84939044713974 -0.8253445029258728 -0.207055926322937 -0.525294303894043 , -122.10609763860703 -88.77991884946823 1028.3336639404297, -1
54, 1, 3, 1, -0.02755916118621826 -0.18342125415802002 0.9826480746269226 -0.8227217197418213 0.5625098943710327 0.08192434906959534 -0.567776083946228 -0.8061879873275757 -0.16640691459178925 , -30.75982816517353 111.36476695537567 894.4709300994873, -1
54, 1, 12, 1, -0.95200115442276 -0.3031148612499237 0.042603883892297745 -0.2029704600572586 0.5209404230117798 -0.829110324382782 0.22912165522575378 -0.7979615330696106 -0.55745929479599 , -119.93975192308426 -46.46582901477814 936.2874031066895, -1
54, 1, 15, 1, -0.6957879066467285 0.045889414846897125 0.716779887676239 -0.39950618147850037 -0.8540612459182739 -0.33312758803367615 0.5968867540359497 -0.5181440711021423 0.6125786304473877 , 23.648913949728012 2.3794416338205338 929.9242496490479, -1
54, 1, 19, 1, 0.9930519461631775 -0.11243689805269241 -0.03472433239221573 -0.08845300227403641 -0.5185795426368713 -0.8504418134689331 0.0776137039065361 0.8476043939590454 -0.5249218940734863 , 91.16421639919281 73.59562814235687 954.6911716461182, -1
54, 22, 2, 1, -0.3148234784603119 0.9475529789924622 0.05504148453474045 0.47858861088752747 0.20855452120304108 -0.8529114127159119 -0.8196580410003662 -0.24217423796653748 -0.5191458463668823 , -96.25010937452316 -93.8778817653656 1030.3946733474731, -1
54, 22, 3, 1, -0.023601695895195007 -0.22018983960151672 0.9751714468002319 -0.8201308250427246 0.5620701313018799 0.10706400871276855 -0.5716891288757324 -0.7972412705421448 -0.19385026395320892 , -14.678219333291054 107.2724312543869 894.2736983299255, -1
54, 22, 12, 1, -0.9221635460853577 -0.3833501935005188 0.05154645815491676 -0.25167202949523926 0.49345794320106506 -0.8325626254081726 0.29372698068618774 -0.7807316184043884 -0.5515276193618774 , -98.43122214078903 -51.8142469227314 938.5690689086914, -1
54, 22, 15, 1, -0.6493915915489197 0.05510323867201805 0.7584549784660339 -0.4210541248321533 -0.8565892577171326 -0.29827508330345154 0.6332485675811768 -0.513047993183136 0.5794634222984314 , 43.25626790523529 0.8281453629024327 927.7848601341248, -1
54, 22, 19, 1, 0.9957596063613892 -0.09014833718538284 -0.018321998417377472 -0.0628506988286972 -0.5212598443031311 -0.8510802388191223 0.06717296689748764 0.8486232161521912 -0.5247154235839844 , 110.17584055662155 73.45016300678253 950.2052664756775, -1
54, 32, 2, 1, -0.3280816376209259 0.9401334524154663 0.09225722402334213 0.44049710035324097 0.23865042626857758 -0.8654525279998779 -0.8356581330299377 -0.24330000579357147 -0.49242299795150757 , -87.98187971115112 -75.66453516483307 1041.40043258667, -1
54, 32, 3, 1, 0.01640145294368267 -0.23650193214416504 0.9714926481246948 -0.8314492106437683 0.5364458560943604 0.14463050663471222 -0.5553586483001709 -0.8101187944412231 -0.18784084916114807 , -16.70081913471222 124.8011440038681 899.9093770980835, -1
54, 32, 12, 1, -0.9151446223258972 -0.39453157782554626 0.08279386907815933 -0.2767317593097687 0.4654788672924042 -0.8406835794448853 0.2931375205516815 -0.7922587990760803 -0.5351600050926208 , -92.37160533666611 -36.62826120853424 948.864758014679, -1
54, 32, 15, 1, -0.6307626366615295 0.0768016129732132 0.7721659541130066 -0.4259369969367981 -0.8660483360290527 -0.26179757714271545 0.6486265659332275 -0.4940260648727417 0.5789836049079895 , 47.75767773389816 21.5077493339777 935.9216690063477, -1
54, 32, 19, 1, 0.9981587529182434 -0.060500677675008774 0.00428687734529376 -0.026635736227035522 -0.5007491111755371 -0.8651825189590454 0.054490864276885986 0.8634754419326782 -0.5014387369155884 , 110.17165333032608 98.17182272672653 956.9904804229736, -1
54, 38, 2, 1, -0.3243604898452759 0.9421153664588928 0.08490721136331558 0.46208131313323975 0.236130028963089 -0.8548237085342407 -0.8253915905952454 -0.2380368709564209 -0.5119251012802124 , -98.04726392030716 -94.00150924921036 1045.1838970184326, -1
54, 38, 3, 1, 0.007431831676512957 -0.23538194596767426 0.9718746542930603 -0.8282326459884644 0.5431563258171082 0.13788257539272308 -0.5603349208831787 -0.8059630990028381 -0.19091437757015228 , -23.8258708268404 105.07678240537643 908.106803894043, -1
54, 38, 12, 1, -0.917330265045166 -0.389925092458725 0.08039546012878418 -0.27844613790512085 0.4840247929096222 -0.8295708894729614 0.2845570743083954 -0.7833762764930725 -0.5525836944580078 , -101.73483937978745 -54.82548102736473 954.0316462516785, -1
54, 38, 15, 1, -0.642649233341217 0.07447697967290878 0.7625318765640259 -0.4282778203487396 -0.860166609287262 -0.2769325077533722 0.6352795362472534 -0.5045459866523743 0.5846822261810303 , 38.4984128177166 2.5124195963144302 942.4973130226135, -1
54, 38, 19, 1, 0.9976495504379272 -0.06847233325242996 0.0026509284507483244 -0.03250348940491676 -0.5069283843040466 -0.8613751530647278 0.06032418832182884 0.8592643141746521 -0.5079624652862549 , 102.13339328765869 77.26901769638062 964.9180173873901, -1
54, 43, 2, 1, -0.33743947744369507 0.9369010925292969 0.09138447791337967 0.46649691462516785 0.25075235962867737 -0.8482357263565063 -0.8176276683807373 -0.24359779059886932 -0.5216752290725708 , -101.72326862812042 -122.5103959441185 1042.699933052063, -1
54, 43, 3, 1, 0.00851764902472496 -0.24182766675949097 0.9702818393707275 -0.8197448253631592 0.5539988279342651 0.14527171850204468 -0.5726656913757324 -0.796620786190033 -0.1935182362794876 , -27.976155281066895 80.12054860591888 908.6697101593018, -1
54, 43, 12, 1, -0.9212212562561035 -0.38069838285446167 0.08012405782938004 -0.2788625657558441 0.5025666952133179 -0.8183291554450989 0.2712688744068146 -0.7762057781219482 -0.569137692451477 , -105.46787083148956 -81.26381039619446 952.1673321723938, -1
54, 43, 15, 1, -0.6445700526237488 0.07456064969301224 0.7609009146690369 -0.44193413853645325 -0.8484575152397156 -0.29122835397720337 0.6238778829574585 -0.5239850282669067 0.5798412561416626 , 35.113368183374405 -23.387841880321503 940.941572189331, -1
54, 43, 19, 1, 0.9980030059814453 -0.0631340816617012 -0.0020037877839058638 -0.03452206403017044 -0.518597424030304 -0.854321300983429 0.052897561341524124 0.8526843786239624 -0.519741415977478 , 98.5662117600441 51.50872468948364 962.9647135734558, -1
54, 50, 2, 1, -0.33965879678726196 0.9371334910392761 0.08008050918579102 0.469669371843338 0.24276202917099 -0.8488092422485352 -0.814888060092926 -0.2506941258907318 -0.5225991606712341 , -108.59505832195282 -124.86754357814789 1043.1199073791504, -1
54, 50, 3, 1, -0.00016141972446348518 -0.24388812482357025 0.9698033928871155 -0.8137625455856323 0.5636793375015259 0.1416197419166565 -0.5811973214149475 -0.7891668677330017 -0.1985579878091812 , -34.584227949380875 80.40139079093933 908.1616401672363, -1
54, 50, 12, 1, -0.911007285118103 -0.405281662940979 0.07624117285013199 -0.2849588692188263 0.485008180141449 -0.8267803192138672 0.2981012761592865 -0.7749282121658325 -0.5573344826698303 , -112.44320869445801 -83.61488580703735 951.8722891807556, -1
54, 50, 15, 1, -0.6362923383712769 0.06598751991987228 0.7686207890510559 -0.4400055408477783 -0.8494253158569336 -0.2913280427455902 0.6336618661880493 -0.523567259311676 0.5695175528526306 , 27.925800532102585 -25.36989375948906 940.9705996513367, -1
54, 50, 19, 1, 0.9989943504333496 -0.04483382776379585 -0.00016294379020109773 -0.024251896888017654 -0.5373207926750183 -0.8430292010307312 0.03770867735147476 0.8421854972839355 -0.5378677248954773 , 92.461958527565 50.50003528594971 962.3180031776428, -1
54, 56, 2, 1, -0.35555583238601685 0.932174801826477 0.06804602593183517 0.45833152532577515 0.23734202980995178 -0.8565051555633545 -0.8145624995231628 -0.2733478248119354 -0.5116335153579712 , -118.7470331788063 -113.54436725378036 1044.3867444992065, -1
54, 56, 3, 1, -0.011365454643964767 -0.24656665325164795 0.96905916929245 -0.8258364796638489 0.5487358570098877 0.12993431091308594 -0.5637950301170349 -0.798807680606842 -0.2098603993654251 , -46.9827763736248 88.64691853523254 906.3504338264465, -1
54, 56, 12, 1, -0.9074735045433044 -0.4126966595649719 0.0785694271326065 -0.28815990686416626 0.47537702322006226 -0.8312524557113647 0.30570492148399353 -0.7769801020622253 -0.5503147840499878 , -124.23030287027359 -73.7709030508995 951.8811702728271, -1
54, 56, 15, 1, -0.639851450920105 0.07026656717061996 0.7652795910835266 -0.42344656586647034 -0.8632422685623169 -0.27478307485580444 0.6413136124610901 -0.4998753070831299 0.5821009278297424 , 16.382500529289246 -16.00298471748829 940.1901960372925, -1
54, 56, 19, 1, 0.9969031810760498 -0.07853171229362488 0.004111837595701218 -0.03705514222383499 -0.5152203440666199 -0.8562562465667725 0.06936182081699371 0.8534521460533142 -0.5165347456932068 , 80.8173343539238 59.294454753398895 961.5688323974609, -1
54, 63, 2, 1, -0.3288566768169403 0.9409728050231934 0.0801481157541275 0.45144301652908325 0.23118020594120026 -0.861832320690155 -0.8294892311096191 -0.2472369372844696 -0.5008206367492676 , -102.45925933122635 -126.5110969543457 1039.1613245010376, -1
54, 63, 3, 1, 0.01148422434926033 -0.25714966654777527 0.966303288936615 -0.8309863805770874 0.535049557685852 0.15226170420646667 -0.5561742186546326 -0.8047336339950562 -0.2075432538986206 , -32.259367406368256 76.47376507520676 904.3201804161072, -1
54, 63, 12, 1, -0.9253209233283997 -0.37293538451194763 0.068559430539608 -0.26482710242271423 0.5062003135681152 -0.8207480907440186 0.2713812589645386 -0.7776118516921997 -0.5671612024307251 , -107.73497819900513 -87.03251928091049 948.1311440467834, -1
54, 63, 15, 1, -0.6162330508232117 0.06339190900325775 0.7850084900856018 -0.4445033669471741 -0.8508161306381226 -0.2802298367023468 0.6501335501670837 -0.5216257572174072 0.5524789094924927 , 31.577259302139282 -26.865441352128983 934.374988079071, -1
54, 63, 19, 1, 0.9993047714233398 -0.027970023453235626 -0.024655688554048538 -0.035758908838033676 -0.5316425561904907 -0.846213698387146 0.010560612194240093 0.8465068936347961 -0.5322732329368591 , 96.51748836040497 49.07187074422836 956.1061859130859, -1
54, 69, 2, 1, -0.3906737267971039 0.9156147241592407 0.09499328583478928 0.4434257447719574 0.2776181995868683 -0.852233350276947 -0.8066892623901367 -0.29082271456718445 -0.5144652128219604 , -92.25016087293625 -128.80951166152954 1039.0740633010864, -1
54, 69, 3, 1, 0.00956933293491602 -0.3016285300254822 0.9533774852752686 -0.8224178552627563 0.5399599671363831 0.17908678948879242 -0.5688033699989319 -0.7857882976531982 -0.242897629737854 , -31.440794467926025 77.66757905483246 899.6203541755676, -1
54, 69, 12, 1, -0.9016246795654297 -0.42485252022743225 0.08107396215200424 -0.300049751996994 0.4793880879878998 -0.8247162699699402 0.31151697039604187 -0.767910897731781 -0.5597049593925476 , -101.28968209028244 -88.75009417533875 948.3596086502075, -1
54, 69, 15, 1, -0.6014648079872131 0.08425634354352951 0.7944438457489014 -0.4571319818496704 -0.8518357872962952 -0.2557465136051178 0.65518718957901 -0.5169880986213684 0.5508654713630676 , 36.538660526275635 -24.74767528474331 931.0204982757568, -1
54, 69, 19, 1, 0.9999220371246338 -0.010806805454194546 0.006255997810512781 -0.0003579443146008998 -0.5256022810935974 -0.8507304787635803 0.012481840327382088 0.8506616950035095 -0.5255652070045471 , 98.5863208770752 53.64678427577019 949.587881565094, -1
